path,w,h,kb,mode,top1,top8,ncolors,sat
DAPR-2020--Core_Mixing/Professional_Practice__Presentations_and_Sessions/Professional_Practice_Multitrack_Download_Flow.png,1600,900,463,RGBA,0.824,0.955,296,0.147
DAPR-2020--Core_Mixing/Professional_Practice__Presentations_and_Sessions/Professional_Practice_Session_Delivery_Package.png,1600,900,522,RGBA,0.754,0.893,404,0.19
DAPR-2020--Core_Mixing/Professional_Practice__Presentations_and_Sessions/Core_Mixing_Lab_DAPR_2020L.png,1024,700,1039,RGB,0.255,0.518,2912,0.612
DAPR-2020--Core_Mixing/Professional_Practice__Presentations_and_Sessions/Room_Set_For_A_Presentation.jpg,1600,900,302,RGB,0.191,0.472,937,0.74
DAPR-2020--Core_Mixing/Orientation__Course_Orientation_and_Feedback/Avtech_Engage.jpg,640,360,82,RGB,0.031,0.125,3380,0.348
DAPR-2020--Core_Mixing/Orientation__Course_Orientation_and_Feedback/Core_Mixing_DAPR_2020.png,1024,700,949,RGB,0.248,0.562,2357,0.651
DAPR-2020--Core_Mixing/Orientation__Course_Orientation_and_Feedback/Course_Outline.png,2176,480,1600,RGB,0.057,0.313,1060,0.509
DAPR-2020--Core_Mixing/Orientation__Course_Orientation_and_Feedback/Dark_Purple_Course_Title_Card.jpg,655,550,45,RGB,0.282,0.915,643,0.741
DAPR-2020--Core_Mixing/Orientation__Course_Orientation_and_Feedback/Grade_Breakdown.png,1600,900,274,RGBA,0.851,0.968,327,0.09
DAPR-2020--Core_Mixing/Orientation__Course_Orientation_and_Feedback/Syllabus_Banner.jpg,1600,600,176,RGB,0.026,0.15,1457,0.407
DAPR-2020--Core_Mixing/Orientation__Course_Orientation_and_Feedback/Weekly_Rhythm.png,1600,900,852,RGBA,0.74,0.903,447,0.112
DAPR-2020--Core_Mixing/Orientation__Course_Orientation_and_Feedback/Course_Outline_Banner_Alt.png,1024,1024,1358,RGB,0.183,0.44,1904,0.721
DAPR-2020--Core_Mixing/Orientation__Course_Orientation_and_Feedback/Learning_Outcomes.png,1600,900,62,RGBA,0.873,0.994,121,0.085
DAPR-2020--Core_Mixing/Orientation__Course_Orientation_and_Feedback/Worksheet_to_PDF_Flow.png,1600,900,93,RGBA,0.914,0.977,134,0.051
DAPR-2020--Core_Mixing/Final__Final_Mix_and_Final_Exam/Bounce_Mix_Dialog.png,423,532,35,RGBA,0.585,0.942,76,0.005
DAPR-2020--Core_Mixing/Final__Final_Mix_and_Final_Exam/Professional_Practice_Delivery_Verification_Checklist.png,1600,900,327,RGBA,0.923,0.961,367,0.041
DAPR-2020--Core_Mixing/Final__Final_Mix_and_Final_Exam/Professional_Practice_Bounce_Truncation.png,1600,900,458,RGBA,0.861,0.936,238,0.09
DAPR-2020--Core_Mixing/Final__Final_Mix_and_Final_Exam/Professional_Practice_Bounce_Specification.png,1600,900,703,RGBA,0.857,0.924,507,0.096
DAPR-2020--Core_Mixing/Final__Final_Mix_and_Final_Exam/Study_Guide_Desk.jpg,1600,900,336,RGB,0.129,0.33,1068,0.616
DAPR-2020--Core_Mixing/_unused/Orientation__Course_Orientation_and_Feedback/Student_Course_Evaluations.png,500,884,102,RGBA,0.882,0.928,420,0.041
DAPR-2020--Core_Mixing/_unused/Orientation__Course_Orientation_and_Feedback/Open_Canvas_Page_in_New_Tab.png,1837,910,48,RGBA,0.98,0.993,153,0.006
DAPR-2020--Core_Mixing/_unused/Orientation__Course_Orientation_and_Feedback/Please_Complete_Your_Course_Evaluations.png,1919,1199,270,RGBA,0.703,0.929,571,0.053
DAPR-2020--Core_Mixing/Mixing__Comping_and_Arrangement/Pro_Tools_Playlist_Selector_New_Playlist.png,333,253,31,RGB,0.373,0.726,1111,0.071
DAPR-2020--Core_Mixing/Mixing__Comping_and_Arrangement/Vocal_Comping_Crossfade_Workflow.png,1672,941,1218,RGB,0.248,0.769,475,0.266
DAPR-2020--Core_Mixing/Mixing__Comping_and_Arrangement/Playlist_Comp_Lanes.png,1600,900,718,RGBA,0.803,0.928,495,0.075
DAPR-2020--Core_Mixing/Mixing__Comping_and_Arrangement/Gray_Clips_with_Star_and_Crossfade.png,1600,900,29,RGBA,0.819,0.998,57,0.009
DAPR-2020--Core_Mixing/Mixing__Comping_and_Arrangement/Lead_Vocal_Take_Rating_Grid.png,1600,819,62,RGBA,0.473,0.958,78,0.224
DAPR-2020--Core_Mixing/Mixing__Comping_and_Arrangement/Green_to_Blue_Waveform_Splice_Pair.png,1600,900,355,RGBA,0.928,0.964,356,0.04
DAPR-2020--Core_Mixing/Mixing__Comping_and_Arrangement/Arrangement_Energy_Map.png,1600,1100,91,RGBA,0.635,0.984,100,0.13
DAPR-2020--Core_Mixing/Effects__Frequency_Dynamics_and_Side-Chains/Sidechain_Ducking.png,1672,941,1397,RGB,0.174,0.695,745,0.478
DAPR-2020--Core_Mixing/Effects__Frequency_Dynamics_and_Side-Chains/Pro_Compressor_Side_Chain_Key_Input.png,645,661,467,RGB,0.099,0.36,2105,0.335
DAPR-2020--Core_Mixing/Effects__Frequency_Dynamics_and_Side-Chains/Side_Chain_Trigger_and_Ducking.png,805,548,366,RGBA,0.188,0.509,271,0.727
DAPR-2020--Core_Mixing/Effects__Frequency_Dynamics_and_Side-Chains/Kick_Keyed_Ducking_Envelopes.png,1600,1300,190,RGBA,0.946,0.98,127,0.018
DAPR-2020--Core_Mixing/Effects__Frequency_Dynamics_and_Side-Chains/One_Band_Moving.png,1600,900,40,RGBA,0.664,0.886,66,0.134
DAPR-2020--Core_Mixing/Effects__Frequency_Dynamics_and_Side-Chains/Sibilance_Band_And_Key_Filter.png,1600,900,189,RGBA,0.835,0.97,224,0.027
DAPR-2020--Core_Mixing/Effects__Frequency_Dynamics_and_Side-Chains/Catching_One_Sound.png,1600,900,79,RGBA,0.808,0.917,157,0.085
DAPR-2020--Core_Mixing/Effects__Frequency_Dynamics_and_Side-Chains/Wideband_Versus_Split_Band_De_Essing.png,1600,750,91,RGBA,0.937,0.987,113,0.009
DAPR-2020--Core_Mixing/Effects__Frequency_Dynamics_and_Side-Chains/Multiband_Bands_Versus_Dynamic_EQ_Bell.png,1600,1200,207,RGBA,0.832,0.974,205,0.019
DAPR-2020--Core_Mixing/Acoustics__Mix_Acoustics/Room_Acoustics_Monitoring_Triangle.png,1672,941,2182,RGB,0.04,0.205,984,0.249
DAPR-2020--Core_Mixing/Acoustics__Mix_Acoustics/First_Reflection_Points.png,1600,900,920,RGBA,0.887,0.965,283,0.006
DAPR-2020--Core_Mixing/Acoustics__Mix_Acoustics/Listening_Triangle_Overhead.png,1600,900,220,RGBA,0.957,0.988,170,0.009
DAPR-2020--Core_Mixing/Acoustics__Mix_Acoustics/Treatment_Types_Comparison.png,1600,900,771,RGBA,0.901,0.959,253,0.029
DAPR-2020--Core_Mixing/Acoustics__Mix_Acoustics/Thin_Foam_versus_Broadband.png,1600,900,477,RGBA,0.877,0.93,303,0.029
DAPR-2020--Core_Mixing/Effects__Balancing_and_Reverb/Reverb_Depth_and_Distance.png,1672,941,1699,RGB,0.034,0.165,1392,0.287
DAPR-2020--Core_Mixing/Effects__Balancing_and_Reverb/Reverb_High_Frequency_Damping.png,1600,750,125,RGBA,0.942,0.98,193,0.017
DAPR-2020--Core_Mixing/Effects__Balancing_and_Reverb/Three_Source_Depth_Map.png,1600,900,129,RGBA,0.668,0.961,156,0.023
DAPR-2020--Core_Mixing/Effects__Balancing_and_Reverb/Stone_Reverberant_Chamber.jpg,1600,900,480,RGB,0.049,0.259,729,0.332
DAPR-2020--Core_Mixing/Effects__Balancing_and_Reverb/Depth_In_A_Room_Overhead.png,1600,900,143,RGBA,0.484,0.953,255,0.268
DAPR-2020--Core_Mixing/Effects__Balancing_and_Reverb/D_Verb_Algorithms_and_Decay.png,455,376,168,RGB,0.141,0.542,1535,0.093
DAPR-2020--Core_Mixing/Effects__Balancing_and_Reverb/Space_Scale_Comparison.png,1600,900,243,RGBA,0.934,0.971,162,0.017
DAPR-2020--Core_Mixing/Effects__Balancing_and_Reverb/Reverb_Impulse_Timeline.png,1600,800,95,RGBA,0.773,0.983,149,0.063
DAPR-2020--Core_Mixing/Effects__Balancing_and_Reverb/Send_versus_Insert_Routing.png,1600,900,516,RGBA,0.754,0.911,538,0.098
DAPR-2020--Core_Mixing/Mixing__Tuning/Fast_Versus_Slow_Retune_Speed.png,1600,1100,210,RGBA,0.927,0.979,183,0.015
DAPR-2020--Core_Mixing/Mixing__Tuning/Correction_Amount_Comparison_Boxed.png,1600,900,47,RGBA,0.506,0.995,96,0.054
DAPR-2020--Core_Mixing/Mixing__Tuning/Graph_Mode_Versus_Automatic_Mode.png,1600,1300,181,RGBA,0.92,0.984,170,0.011
DAPR-2020--Core_Mixing/Mixing__Tuning/Correction_Amount_Comparison_Curves.png,1600,900,324,RGBA,0.934,0.955,382,0.028
DAPR-2020--Core_Mixing/Mixing__Tuning/Scale_and_Target_Notes_Curves.png,1600,900,935,RGBA,0.756,0.826,402,0.059
DAPR-2020--Core_Mixing/Mixing__Tuning/Worked_Example_Lead_Phrase_Tuning.png,1600,850,119,RGBA,0.938,0.987,123,0.008
DAPR-2020--Core_Mixing/Mixing__Tuning/Formant_Preservation_On_A_Pitch_Shift.png,1600,1400,186,RGBA,0.951,0.983,146,0.017
DAPR-2020--Core_Mixing/Mixing__Tuning/Correction_Speed_Scoop.png,1600,900,176,RGBA,0.945,0.978,128,0.018
DAPR-2020--Core_Mixing/Mixing__Tuning/Scale_and_Target_Notes_Boxed.png,1600,900,37,RGBA,0.366,0.982,86,0.057
DAPR-2020--Core_Mixing/Mixing__Tuning/Lead_And_Double_Tuning_Before_And_After.png,1600,800,162,RGBA,0.931,0.969,225,0.033
DAPR-2020--Core_Mixing/Mixing__Tuning/Pitch_Center_Drift_And_Vibrato.png,1600,800,147,RGBA,0.712,0.975,196,0.031
DAPR-2020--Core_Mixing/Mixing__Tuning/Pitch_Correction_Natural_Contour.png,1672,941,1262,RGB,0.293,0.782,891,0.309
DAPR-2020--Core_Mixing/Effects__Spectral_Effects_and_EQ/Vocal_EQ_Frequency_Band_Chart.jpg,2048,2040,271,RGB,0.205,0.626,1695,0.074
DAPR-2020--Core_Mixing/Effects__Spectral_Effects_and_EQ/Six_Filter_Shapes.png,1600,900,108,RGBA,0.743,0.936,141,0.075
DAPR-2020--Core_Mixing/Effects__Spectral_Effects_and_EQ/Tone_Shaping_Bench.jpg,1600,900,316,RGB,0.027,0.177,1126,0.491
DAPR-2020--Core_Mixing/Effects__Spectral_Effects_and_EQ/304e_Equalizer_Window.png,906,724,138,RGB,0.088,0.492,422,0.076
DAPR-2020--Core_Mixing/Effects__Spectral_Effects_and_EQ/EQ_Frequency_Masking.png,1672,941,1202,RGB,0.261,0.712,1032,0.252
DAPR-2020--Core_Mixing/Effects__Spectral_Effects_and_EQ/Competing_For_The_Same_Space.png,1600,900,52,RGBA,0.717,0.951,90,0.099
DAPR-2020--Core_Mixing/Effects__Spectral_Effects_and_EQ/Boost_Wide_Cut_Narrow.png,1600,900,499,RGBA,0.899,0.935,394,0.017
DAPR-2020--Core_Mixing/Mixing__Essential_Groundwork/Dashboard_New_Session.png,1252,1400,138,RGB,0.796,0.969,568,0.006
DAPR-2020--Core_Mixing/Mixing__Essential_Groundwork/Raw_Against_Prepared_Session.png,1600,900,73,RGBA,0.753,0.987,180,0.102
DAPR-2020--Core_Mixing/Mixing__Essential_Groundwork/IO_Setup_Bus_Naming.png,787,292,58,RGB,0.3,0.875,800,0.026
DAPR-2020--Core_Mixing/Mixing__Essential_Groundwork/Headroom_As_Space.jpg,1600,900,287,RGB,0.113,0.382,1659,0.545
DAPR-2020--Core_Mixing/Mixing__Essential_Groundwork/Channel_Strip_Full_Window.png,579,768,344,RGB,0.196,0.537,1693,0.135
DAPR-2020--Core_Mixing/Mixing__Essential_Groundwork/Session_Folder_That_Travels.jpg,1600,900,274,RGB,0.031,0.155,1319,0.237
DAPR-2020--Core_Mixing/Mixing__Essential_Groundwork/Gain_Staging_Chain.png,1600,900,456,RGBA,0.87,0.909,681,0.071
DAPR-2020--Core_Mixing/Mixing__Essential_Groundwork/Session_Setup_Window.png,472,243,26,RGB,0.502,0.892,190,0.005
DAPR-2020--Core_Mixing/Mixing__Essential_Groundwork/Session_Preparation_Bench.jpg,1600,900,448,RGB,0.029,0.164,2026,0.426
DAPR-2020--Core_Mixing/macOS__Foundations/Spotlight_Audio_MIDI_Setup.jpg,1790,1592,371,RGB,0.081,0.296,760,0.158
DAPR-2020--Core_Mixing/macOS__Foundations/Login_Items_Panel.png,1446,1898,973,RGB,0.344,0.922,864,0.022
DAPR-2020--Core_Mixing/macOS__Foundations/DMG_PKG_EXE_Flow.png,1600,632,65,RGBA,0.702,0.954,197,0.038
DAPR-2020--Core_Mixing/macOS__Foundations/Function_Keys_Panel.png,723,2070,309,RGB,0.667,0.966,242,0.011
DAPR-2020--Core_Mixing/macOS__Foundations/Home_Folder_Contents.png,790,1550,332,RGB,0.492,0.925,598,0.059
DAPR-2020--Core_Mixing/macOS__Foundations/Smart_Folder_Icon.png,370,422,101,RGB,0.067,0.353,382,0.187
DAPR-2020--Core_Mixing/macOS__Foundations/Cloud_Status_Icon.png,430,366,74,RGB,0.501,0.884,1246,0.041
DAPR-2020--Core_Mixing/macOS__Foundations/Dropbox_Installer.png,396,448,54,RGB,0.727,0.911,611,0.051
DAPR-2020--Core_Mixing/macOS__Foundations/Disk_Utility_Erase_Dialog.png,1078,907,279,RGB,0.558,0.896,481,0.079
DAPR-2020--Core_Mixing/macOS__Foundations/Finder_Settings_General.png,754,852,178,RGB,0.882,0.959,338,0.008
DAPR-2020--Core_Mixing/macOS__Foundations/Root_Folder_Tree.png,1600,674,51,RGBA,0.793,0.966,160,0.037
DAPR-2020--Core_Mixing/macOS__Foundations/About_This_MAC.png,560,1006,139,RGBA,0.799,0.877,257,0.142
DAPR-2020--Core_Mixing/macOS__Foundations/Smart_Folder_Results.png,3024,1898,983,RGB,0.496,0.982,59,0.0
DAPR-2020--Core_Mixing/macOS__Foundations/Force_Quit_Window.png,2160,1308,231,RGB,0.949,0.99,187,0.001
DAPR-2020--Core_Mixing/macOS__Foundations/Macintosh_Hd_Get_Info.png,534,1730,225,RGB,0.847,0.955,121,0.008
DAPR-2020--Core_Mixing/macOS__Foundations/Utilities_Folder.png,1280,1050,546,RGB,0.491,0.921,459,0.071
DAPR-2020--Core_Mixing/macOS__Foundations/Launch_Agents_vs_Daemons.png,1600,716,70,RGBA,0.393,0.972,172,0.131
DAPR-2020--Core_Mixing/macOS__Foundations/Go_to_Folder_Autocomplete.png,1222,1180,817,RGB,0.439,0.776,977,0.049
DAPR-2020--Core_Mixing/macOS__Foundations/Console_No_Messages.png,1080,949,105,RGB,0.961,0.984,218,0.006
DAPR-2020--Core_Mixing/macOS__Foundations/Mouse_Settings_Panel.png,1446,1898,509,RGB,0.754,0.94,642,0.074
DAPR-2020--Core_Mixing/macOS__Foundations/Compress_Context_Menu.png,618,1056,301,RGB,0.148,0.379,525,0.112
DAPR-2020--Core_Mixing/macOS__Foundations/App_Leftover_Files.png,1600,612,45,RGBA,0.593,0.956,124,0.033
DAPR-2020--Core_Mixing/macOS__Foundations/Screenshot_Options_Menu_over_System_Settings.jpg,4032,3024,6022,RGB,0.011,0.072,2464,0.126
DAPR-2020--Core_Mixing/macOS__Foundations/Dolby_Audio_Bridge_Speaker_Config.png,3932,1886,1390,RGB,0.708,0.905,383,0.05
DAPR-2020--Core_Mixing/macOS__Foundations/Cmd_Opt_H_After.jpg,3024,1964,631,RGB,0.178,0.344,998,0.242
DAPR-2020--Core_Mixing/macOS__Foundations/Time_Machine_Restore.jpg,5712,4284,3355,RGB,0.054,0.313,477,0.077
DAPR-2020--Core_Mixing/macOS__Foundations/Spotlight_Pro_Tools.jpg,1790,1592,357,RGB,0.081,0.298,821,0.159
DAPR-2020--Core_Mixing/macOS__Foundations/Launch_Agents_Daemons_Folders.png,3024,1964,1513,RGB,0.575,0.912,324,0.008
DAPR-2020--Core_Mixing/macOS__Foundations/Audio_MIDI_Setup_MIDI_Studio.png,1693,512,264,RGB,0.727,0.83,714,0.11
DAPR-2020--Core_Mixing/macOS__Foundations/System_Information_USB.png,1512,949,310,RGB,0.723,0.963,135,0.029
DAPR-2020--Core_Mixing/macOS__Foundations/Quick_Look_Preview.png,1840,800,350,RGB,0.286,0.858,190,0.053
DAPR-2020--Core_Mixing/macOS__Foundations/Launchctl_List_Terminal.png,1081,2527,660,RGB,0.898,0.999,43,0.001
DAPR-2020--Core_Mixing/macOS__Foundations/Aax_Plugins_Folder.png,2846,3204,2273,RGB,0.503,0.939,324,0.011
DAPR-2020--Core_Mixing/macOS__Foundations/Sharing_Permissions.png,534,1882,324,RGB,0.843,0.961,106,0.002
DAPR-2020--Core_Mixing/macOS__Foundations/External_Drive_Sidebar.png,524,322,48,RGB,0.675,0.964,310,0.005
DAPR-2020--Core_Mixing/macOS__Foundations/Package_Contents_Menu.png,948,246,90,RGB,0.329,0.868,491,0.113
DAPR-2020--Core_Mixing/macOS__Foundations/Activity_Monitor_CPU_Tab.png,1080,944,413,RGB,0.477,0.929,506,0.03
DAPR-2020--Core_Mixing/macOS__Foundations/Package_Contents_Folder.png,1512,950,273,RGB,0.628,0.971,205,0.004
DAPR-2020--Core_Mixing/macOS__Foundations/Leftover_Folder_Diagram.png,1600,568,43,RGBA,0.438,0.985,89,0.024
DAPR-2020--Core_Mixing/macOS__Foundations/Turbotax_Leftover_Folder.png,922,582,133,RGB,0.595,0.952,294,0.066
DAPR-2020--Core_Mixing/macOS__Foundations/Cmd_Opt_H_Before.jpg,3024,1964,568,RGB,0.246,0.762,968,0.119
DAPR-2020--Core_Mixing/macOS__Foundations/CPU_Architecture_Timeline.png,1600,451,43,RGBA,0.617,0.971,116,0.033
DAPR-2020--Core_Mixing/macOS__Foundations/Terminal_Pwd_Ls_Cd.png,5282,686,289,RGB,0.977,0.992,46,0.001
DAPR-2020--Core_Mixing/macOS__Foundations/Sound_Output_List.png,1446,1898,781,RGB,0.353,0.917,593,0.02
DAPR-2020--Core_Mixing/macOS__Foundations/Hardware_Software_Firmware_Stack.png,1600,1088,70,RGBA,0.568,0.981,159,0.061
DAPR-2020--Core_Mixing/macOS__Foundations/Finder_View_Options.png,472,1292,139,RGB,0.867,0.978,29,0.0
DAPR-2020--Core_Mixing/macOS__Foundations/Application_Support_Folder.png,1962,1734,1042,RGB,0.464,0.887,278,0.081
DAPR-2020--Core_Mixing/macOS__Foundations/File_System_Timeline.png,1600,440,25,RGBA,0.971,0.991,44,0.003
DAPR-2020--Core_Mixing/macOS__Foundations/Disk_Utility_Macintosh_Hd.png,1080,885,273,RGB,0.518,0.906,337,0.107
DAPR-2020--Core_Mixing/macOS__Foundations/Library_Audio_Folder.png,1512,874,334,RGB,0.489,0.922,346,0.114
DAPR-2020--Core_Mixing/macOS__Foundations/Apogee_Installer_Example.png,650,714,88,RGB,0.794,0.94,435,0.013
DAPR-2020--Core_Mixing/macOS__Foundations/Compressed_Zip_Result.png,330,382,75,RGB,0.186,0.463,590,0.113
DAPR-2020--Core_Mixing/macOS__Foundations/About_This_MAC_M5.png,1120,2012,272,RGBA,0.851,0.922,133,0.043
DAPR-2020--Core_Mixing/macOS__Foundations/Get_Info_Kind_Architecture.png,534,1782,298,RGB,0.838,0.945,270,0.027
DAPR-2020--Core_Mixing/macOS__Foundations/Dark_Toolbar_with_Labeled_Capture_Buttons.png,1600,350,27,RGBA,0.42,0.99,52,0.05
DAPR-2020--Core_Mixing/macOS__Foundations/Air_Effects_Pkg_Installer.png,620,469,218,RGB,0.054,0.247,502,0.316
DAPR-2020--Core_Mixing/macOS__Foundations/Skim_Dmg_Drag_to_Applications.png,540,352,62,RGB,0.625,0.846,832,0.057
DAPR-2020--Core_Mixing/macOS__Foundations/Finder_Settings_Advanced.png,754,794,234,RGB,0.834,0.916,487,0.039
DAPR-2020--Core_Mixing/macOS__Foundations/System_Info_Memory.png,1200,1652,302,RGB,0.92,0.982,150,0.006
DAPR-2020--Core_Mixing/macOS__Foundations/New_Smart_Folder_Menu.png,828,426,182,RGB,0.152,0.555,410,0.131
DAPR-2020--Core_Mixing/macOS__Foundations/About_General_Settings.png,723,2070,325,RGB,0.756,0.951,376,0.016
DAPR-2020--Core_Mixing/macOS__Foundations/Audio_Devices_Window.png,1416,1012,466,RGB,0.731,0.922,650,0.033
DAPR-2020--Core_Mixing/macOS__Foundations/Cd_Alias_Icon.png,376,362,56,RGB,0.061,0.353,466,0.228
DAPR-2020--Core_Mixing/macOS__Foundations/Privacy_Security_Pane.png,1600,1000,74,RGBA,0.499,0.955,180,0.059
DAPR-2020--Core_Mixing/Mixing__Master-Buss_Processing_and_Endgame/Headroom_Level_Ladder.png,1600,900,121,RGBA,0.618,0.972,169,0.15
DAPR-2020--Core_Mixing/Mixing__Master-Buss_Processing_and_Endgame/Inter_Sample_Peak.png,1600,800,112,RGBA,0.925,0.985,175,0.019
DAPR-2020--Core_Mixing/Mixing__Master-Buss_Processing_and_Endgame/Distortion_Inter_Sample_Peak.png,1600,650,84,RGBA,0.957,0.986,106,0.018
DAPR-2020--Core_Mixing/Mixing__Master-Buss_Processing_and_Endgame/Endgame_Listening_Position.jpg,1600,900,213,RGB,0.258,0.591,481,0.558
DAPR-2020--Core_Mixing/Mixing__Master-Buss_Processing_and_Endgame/Distortion_Harmonic_Spectra.png,1600,750,56,RGBA,0.767,0.994,35,0.182
DAPR-2020--Core_Mixing/Mixing__Master-Buss_Processing_and_Endgame/Distortion_Pre_and_Post_EQ_Chain.png,1600,420,52,RGBA,0.927,0.976,104,0.026
DAPR-2020--Core_Mixing/Mixing__Master-Buss_Processing_and_Endgame/Master_Chain_Order.png,1600,720,118,RGBA,0.912,0.978,129,0.034
DAPR-2020--Core_Mixing/Mixing__Master-Buss_Processing_and_Endgame/Headroom_on_Delivery.png,1600,900,344,RGBA,0.821,0.946,228,0.061
DAPR-2020--Core_Mixing/Mixing__Master-Buss_Processing_and_Endgame/Channel_Strip_Full_Window.png,579,768,344,RGB,0.196,0.537,1693,0.135
DAPR-2020--Core_Mixing/Mixing__Master-Buss_Processing_and_Endgame/Distortion_Bridge_vs_Neck_Pickup.png,1600,750,66,RGBA,0.797,0.993,34,0.172
DAPR-2020--Core_Mixing/Mixing__Master-Buss_Processing_and_Endgame/Distortion_Bitcrusher_Steps.png,1600,600,70,RGBA,0.953,0.985,127,0.019
DAPR-2020--Core_Mixing/Mixing__Master-Buss_Processing_and_Endgame/Distortion_Aliasing_Spectrum.png,1600,750,63,RGBA,0.955,0.992,36,0.013
DAPR-2020--Core_Mixing/Mixing__Master-Buss_Processing_and_Endgame/Distortion_Pedal_Transfer_Curves.png,1600,800,100,RGBA,0.954,0.986,140,0.017
DAPR-2020--Core_Mixing/Mixing__Master-Buss_Processing_and_Endgame/Distortion_Digital_Clip_vs_Analog_Saturation.png,1600,600,97,RGBA,0.947,0.982,161,0.012
DAPR-2020--Core_Mixing/Mixing__Master-Buss_Processing_and_Endgame/Distortion_Soft_vs_Hard_Clipping.png,1600,560,74,RGBA,0.949,0.986,139,0.015
DAPR-2020--Core_Mixing/Mixing__Master-Buss_Processing_and_Endgame/Master_Bus_Delivery_Workflow.png,1672,941,1473,RGB,0.119,0.553,1817,0.332
DAPR-2020--Core_Mixing/Mixing__Master-Buss_Processing_and_Endgame/Diminishing_Returns.jpg,1600,900,292,RGB,0.07,0.311,1521,0.52
DAPR-2020--Core_Mixing/Mixing__Focus_and_Balance/Stereo_Field_Map.png,1600,900,263,RGBA,0.954,0.975,179,0.014
DAPR-2020--Core_Mixing/Mixing__Focus_and_Balance/Pro_Tools_Mix_Window.png,957,669,600,RGB,0.09,0.497,987,0.055
DAPR-2020--Core_Mixing/Mixing__Focus_and_Balance/Balance_Has_A_Shape.jpg,1600,900,240,RGB,0.188,0.596,290,0.078
DAPR-2020--Core_Mixing/Mixing__Focus_and_Balance/Channel_Strip_Anatomy.png,1600,900,280,RGBA,0.903,0.947,647,0.037
DAPR-2020--Core_Mixing/Mixing__Focus_and_Balance/Single_Clip_beside_Stacked_Track_Rows.png,1600,900,73,RGBA,0.717,0.994,80,0.024
DAPR-2020--Core_Mixing/Mixing__Focus_and_Balance/Multi_System_Playback_Check.png,1600,900,401,RGBA,0.904,0.968,125,0.018
DAPR-2020--Core_Mixing/Mixing__Focus_and_Balance/D_Verb_Algorithms_and_Decay.png,455,376,168,RGB,0.141,0.542,1535,0.093
DAPR-2020--Core_Mixing/Mixing__Focus_and_Balance/Technical_Ear_Trainer_Settings.png,1992,1408,415,RGBA,0.526,0.915,287,0.052
DAPR-2020--Core_Mixing/Mixing__Focus_and_Balance/Single_Blue_Burst_beside_Stacked_Tracks.png,1600,900,671,RGBA,0.886,0.925,565,0.067
DAPR-2020--Core_Mixing/Mixing__Focus_and_Balance/Drum_Mic_Path_Lengths.png,1600,900,350,RGBA,0.949,0.972,236,0.006
DAPR-2020--Core_Mixing/Mixing__In-Class_Mixing/Mix_Room_Mid_Session.jpg,1600,900,331,RGB,0.081,0.242,1253,0.494
DAPR-2020--Core_Mixing/Mixing__In-Class_Mixing/Five_Accumulating_Passes.png,1600,900,187,RGBA,0.639,0.789,359,0.069
DAPR-2020--Core_Mixing/Mixing__In-Class_Mixing/Unity_Against_Shaped_Balance.jpg,1600,900,342,RGB,0.075,0.274,549,0.135
DAPR-2020--Core_Mixing/Mixing__In-Class_Mixing/Five_Pass_Mix_Order.png,1600,900,262,RGBA,0.93,0.967,318,0.042
DAPR-2020--Core_Mixing/Mixing__In-Class_Mixing/Mixing_Against_The_Clock.jpg,1600,900,265,RGB,0.129,0.408,1102,0.547
DAPR-2020--Core_Mixing/Mixing__Timing/Pro_Tools_Tce_Plugin_Preferences.png,353,106,6,RGB,0.616,0.954,554,0.018
DAPR-2020--Core_Mixing/Mixing__Timing/Elastic_Audio_Timing_Correction.png,1672,941,1249,RGB,0.205,0.903,470,0.308
DAPR-2020--Core_Mixing/Mixing__Timing/Waveform_Rows_against_Grid_Lines.png,1600,900,473,RGBA,0.888,0.937,309,0.05
DAPR-2020--Core_Mixing/Mixing__Timing/Elastic_Audio_Warp_Markers.png,1600,900,469,RGBA,0.906,0.955,586,0.07
DAPR-2020--Core_Mixing/Mixing__Timing/Marker_Rows_at_Varying_Offsets.png,1600,900,15,RGBA,0.952,0.998,67,0.023
DAPR-2000--Digital_Audio_Essentials/Careers__Audio_Careers/Music_Production_Roles.png,1600,900,326,RGBA,0.945,0.963,267,0.028
DAPR-2000--Digital_Audio_Essentials/Careers__Audio_Careers/Pathway_Map.png,1600,900,625,RGBA,0.892,0.945,235,0.025
DAPR-2000--Digital_Audio_Essentials/Careers__Audio_Careers/Live_Sound_Roles.png,1600,900,547,RGBA,0.865,0.93,546,0.023
DAPR-2000--Digital_Audio_Essentials/Careers__Audio_Careers/Game_Audio_Pipeline.png,1600,900,370,RGBA,0.849,0.956,511,0.08
DAPR-2000--Digital_Audio_Essentials/Careers__Audio_Careers/Post_Production_Roles.png,1600,900,557,RGBA,0.907,0.952,345,0.021
DAPR-2000--Digital_Audio_Essentials/Course_Orientation/Roll_Call_Check_In.png,1672,941,2354,RGB,0.092,0.265,1267,0.345
DAPR-2000--Digital_Audio_Essentials/Course_Orientation/Course_Requirements.png,1672,941,1979,RGB,0.119,0.437,173,0.061
DAPR-2000--Digital_Audio_Essentials/Course_Orientation/Course_Card.png,860,860,894,RGB,0.081,0.385,2693,0.64
DAPR-2000--Digital_Audio_Essentials/Course_Orientation/Syllabus_Banner.png,1672,941,1643,RGB,0.014,0.09,1973,0.401
